x,y,Temperature
0.000000000000000000e+00,0.000000000000000000e+00,1.244960212201591503e+02
4.000000000000000222e-01,0.000000000000000000e+00,3.404509283819628962e+01
4.000000000000000222e-01,1.499999999999999944e-01,4.535145888594165342e+01
4.000000000000000222e-01,2.999999999999999889e-01,1.800000000000000000e+02
0.000000000000000000e+00,2.999999999999999889e-01,1.800000000000000000e+02
